"geographicAreaM49","aquastatElement","ts_length","count_raw","ts_expansion","count_imp","true_imp","share_NA_imp","definitions"
"Italy",4331,49,7,42,49,42,85.7142857142857,"% of the cultivated area equipped for irrigation"
"Italy",4450,39,3,36,39,36,92.3076923076923,"Freshwater withdrawal as % of internal renewable water resources"
"Italy",4455,9,2,7,9,7,77.7777777777778,"Conservation agriculture area as % of arable land area"
"Italy",4457,43,8,35,43,35,81.3953488372093,"Municipal water withdrawal per capita (total population)"
"Italy",4458,54,12,42,54,42,77.7777777777778,"GDP per Capita"
"Italy",4459,43,2,41,43,41,95.3488372093023,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Italy",4462,1,1,0,1,0,0,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Italy",4463,24,6,18,24,18,75,"% of area equipped for full control irrigation actually irrigated"
"Italy",4464,1,1,0,1,0,0,"Irrigated cropping intensity"
"Italy",4466,1,1,0,1,0,0,"% of area equipped by direct use of treated municipal wastewater"
"Italy",4467,39,3,36,39,36,92.3076923076923,"Freshwater withdrawal as % of total water withdrawal"
"Italy",4468,43,8,35,43,35,81.3953488372093,"Municipal water withdrawal per capita (urban population)"
"Italy",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Italy",4471,15,2,13,15,13,86.6666666666667,"Dam capacity per capita"
"Italy",4509,51,11,40,51,40,78.4313725490196,"Exploitable: total renewable surface water"
"Italy",4531,31,6,25,31,25,80.6451612903226,"Industrial water withdrawal per capita"
"Italy",4532,36,3,33,36,33,91.6666666666667,"Agricultural water withdrawal per capita"
"Italy",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Italy",4550,39,3,36,39,36,92.3076923076923,"Not defined6"
"Italy",4551,31,2,29,31,29,93.5483870967742,"Not defined7"
"Italy",4552,38,3,35,38,35,92.1052631578947,"Not defined8"
"Italy",4553,31,6,25,31,25,80.6451612903226,"Not defined9"
"Italy",4554,43,8,35,43,35,81.3953488372093,"Not defined10"
"Italy",4555,1,1,0,1,0,0,"Not defined11"
"Italy",4556,1,1,0,1,0,0,"Not defined12"
"Japan",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Japan",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Japan",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Japan",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Japan",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Japan",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Japan",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Japan",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Japan",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Japan",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Japan",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"Japan",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"Japan",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Japan",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Japan",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Japan",4253,30,6,24,30,24,80,"Total water withdrawal"
"Japan",4254,30,6,24,30,24,80,"Agricultural water withdrawal as % of total water withdrawal"
"Japan",4255,30,6,24,30,24,80,"Municipal water withdrawal as % of total withdrawal"
"Japan",4256,30,6,24,30,24,80,"Industrial water withdrawal as % of total water withdrawal"
"Japan",4257,30,6,24,30,24,80,"Total water withdrawal per capita"
"Japan",4263,30,6,24,30,24,80,"Total freshwater withdrawal (primary and secondary)"
"Japan",4271,1,1,0,1,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"Japan",4273,30,6,24,30,24,80,"Agricultural water withdrawal as % of total renewable water resources"
"Japan",4275,30,6,24,30,24,80,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Japan",4311,21,4,17,21,17,80.9523809523809,"Area equipped for full control irrigation: total"
"Japan",4313,50,4,46,50,46,92,"Area equipped for irrigation: total"
"Japan",4317,21,4,17,21,17,80.9523809523809,"Total agricultural water managed area"
"Japan",4319,21,4,17,21,17,80.9523809523809,"% of agricultural water managed area equipped for irrigation"
"Japan",4324,1,1,0,1,0,0,"% of area equipped for irrigation by surface water"
"Japan",4325,1,1,0,1,0,0,"% of area equipped for irrigation by mixed surface water and groundwater"
"Japan",4328,17,3,14,17,14,82.3529411764706,"% of the area equipped for irrigation actually irrigated"
"Japan",4331,21,4,17,21,17,80.9523809523809,"% of the cultivated area equipped for irrigation"
"Japan",4450,30,6,24,30,24,80,"Freshwater withdrawal as % of internal renewable water resources"
"Japan",4457,30,6,24,30,24,80,"Municipal water withdrawal per capita (total population)"
"Japan",4458,54,12,42,54,42,77.7777777777778,"GDP per Capita"
"Japan",4459,21,3,18,21,18,85.7142857142857,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Japan",4462,1,1,0,1,0,0,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Japan",4463,17,3,14,17,14,82.3529411764706,"% of area equipped for full control irrigation actually irrigated"
"Japan",4464,1,1,0,1,0,0,"Irrigated cropping intensity"
"Japan",4467,30,6,24,30,24,80,"Freshwater withdrawal as % of total water withdrawal"
"Japan",4468,30,6,24,30,24,80,"Municipal water withdrawal per capita (urban population)"
"Japan",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Japan",4471,1,1,0,1,0,0,"Dam capacity per capita"
"Japan",4531,31,6,25,31,25,80.6451612903226,"Industrial water withdrawal per capita"
"Japan",4532,31,6,25,31,25,80.6451612903226,"Agricultural water withdrawal per capita"
"Japan",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Japan",4550,30,6,24,30,24,80,"Not defined6"
"Japan",4551,30,6,24,30,24,80,"Not defined7"
"Japan",4552,30,6,24,30,24,80,"Not defined8"
"Japan",4553,30,6,24,30,24,80,"Not defined9"
"Japan",4554,30,6,24,30,24,80,"Not defined10"
"Japan",4555,1,1,0,1,0,0,"Not defined11"
"Japan",4556,1,1,0,1,0,0,"Not defined12"
"Jordan",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Jordan",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Jordan",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Jordan",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Jordan",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Jordan",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Jordan",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Jordan",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Jordan",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Jordan",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Jordan",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"Jordan",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"Jordan",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Jordan",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Jordan",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Jordan",4253,41,8,33,41,33,80.4878048780488,"Total water withdrawal"
"Jordan",4254,41,8,33,41,33,80.4878048780488,"Agricultural water withdrawal as % of total water withdrawal"
"Jordan",4255,41,8,33,41,33,80.4878048780488,"Municipal water withdrawal as % of total withdrawal"
"Jordan",4256,41,8,33,41,33,80.4878048780488,"Industrial water withdrawal as % of total water withdrawal"
"Jordan",4257,41,8,33,41,33,80.4878048780488,"Total water withdrawal per capita"
"Jordan",4263,41,8,33,41,33,80.4878048780488,"Total freshwater withdrawal (primary and secondary)"
"Jordan",4271,1,1,0,1,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"Jordan",4273,41,8,33,41,33,80.4878048780488,"Agricultural water withdrawal as % of total renewable water resources"
"Jordan",4275,41,8,33,41,33,80.4878048780488,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Jordan",4300,14,2,12,14,12,85.7142857142857,"Total cultivated area drained"
"Jordan",4305,14,2,12,14,12,85.7142857142857,"% of total cultivated area drained"
"Jordan",4311,14,3,11,14,11,78.5714285714286,"Area equipped for full control irrigation: total"
"Jordan",4313,25,6,19,25,19,76,"Area equipped for irrigation: total"
"Jordan",4317,25,6,19,25,19,76,"Total agricultural water managed area"
"Jordan",4319,25,6,19,25,19,76,"% of agricultural water managed area equipped for irrigation"
"Jordan",4323,17,2,15,17,15,88.2352941176471,"% of area equipped for irrigation by groundwater"
"Jordan",4324,17,2,15,17,15,88.2352941176471,"% of area equipped for irrigation by surface water"
"Jordan",4325,1,1,0,1,0,0,"% of area equipped for irrigation by mixed surface water and groundwater"
"Jordan",4327,1,1,0,1,0,0,"% of area equipped for irrigation power irrigated"
"Jordan",4328,1,1,0,1,0,0,"% of the area equipped for irrigation actually irrigated"
"Jordan",4330,25,6,19,25,19,76,"% of irrigation potential equipped for irrigation"
"Jordan",4331,25,6,19,25,19,76,"% of the cultivated area equipped for irrigation"
"Jordan",4445,1,1,0,1,0,0,"% of area equipped for irrigation salinized"
"Jordan",4446,16,2,14,16,14,87.5,"% of area equipped for irrigation drained"
"Jordan",4450,41,8,33,41,33,80.4878048780488,"Freshwater withdrawal as % of internal renewable water resources"
"Jordan",4457,41,8,33,41,33,80.4878048780488,"Municipal water withdrawal per capita (total population)"
"Jordan",4458,49,11,38,49,38,77.5510204081633,"GDP per Capita"
"Jordan",4459,14,2,12,14,12,85.7142857142857,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Jordan",4462,1,1,0,1,0,0,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Jordan",4463,1,1,0,1,0,0,"% of area equipped for full control irrigation actually irrigated"
"Jordan",4464,1,1,0,1,0,0,"Irrigated cropping intensity"
"Jordan",4466,1,1,0,1,0,0,"% of area equipped by direct use of treated municipal wastewater"
"Jordan",4467,41,8,33,41,33,80.4878048780488,"Freshwater withdrawal as % of total water withdrawal"
"Jordan",4468,41,8,33,41,33,80.4878048780488,"Municipal water withdrawal per capita (urban population)"
"Jordan",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Jordan",4471,46,10,36,46,36,78.2608695652174,"Dam capacity per capita"
"Jordan",4514,6,2,4,6,4,66.6666666666667,"% of area equipped for irrigation by direct use of non-treated municipal wastewater"
"Jordan",4531,39,8,31,39,31,79.4871794871795,"Industrial water withdrawal per capita"
"Jordan",4532,39,8,31,39,31,79.4871794871795,"Agricultural water withdrawal per capita"
"Jordan",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Jordan",4550,41,8,33,41,33,80.4878048780488,"Not defined6"
"Jordan",4551,41,8,33,41,33,80.4878048780488,"Not defined7"
"Jordan",4552,41,8,33,41,33,80.4878048780488,"Not defined8"
"Jordan",4553,41,8,33,41,33,80.4878048780488,"Not defined9"
"Jordan",4554,41,8,33,41,33,80.4878048780488,"Not defined10"
"Jordan",4555,9,3,6,9,6,66.6666666666667,"Not defined11"
"Jordan",4556,25,6,19,25,19,76,"Not defined12"
"Malaysia",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Malaysia",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Malaysia",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Malaysia",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Malaysia",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Malaysia",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Malaysia",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Malaysia",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Malaysia",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Malaysia",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Malaysia",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"Malaysia",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"Malaysia",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Malaysia",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Malaysia",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Malaysia",4253,16,4,12,16,12,75,"Total water withdrawal"
"Malaysia",4254,16,4,12,16,12,75,"Agricultural water withdrawal as % of total water withdrawal"
"Malaysia",4255,16,4,12,16,12,75,"Municipal water withdrawal as % of total withdrawal"
"Malaysia",4256,16,4,12,16,12,75,"Industrial water withdrawal as % of total water withdrawal"
"Malaysia",4257,16,4,12,16,12,75,"Total water withdrawal per capita"
"Malaysia",4263,16,4,12,16,12,75,"Total freshwater withdrawal (primary and secondary)"
"Malaysia",4271,1,1,0,1,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"Malaysia",4273,16,4,12,16,12,75,"Agricultural water withdrawal as % of total renewable water resources"
"Malaysia",4275,16,4,12,16,12,75,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Malaysia",4300,1,1,0,1,0,0,"Total cultivated area drained"
"Malaysia",4305,1,1,0,1,0,0,"% of total cultivated area drained"
"Malaysia",4311,23,4,19,23,19,82.6086956521739,"Area equipped for full control irrigation: total"
"Malaysia",4313,49,5,44,49,44,89.7959183673469,"Area equipped for irrigation: total"
"Malaysia",4317,31,5,26,31,26,83.8709677419355,"Total agricultural water managed area"
"Malaysia",4319,31,5,26,31,26,83.8709677419355,"% of agricultural water managed area equipped for irrigation"
"Malaysia",4323,1,1,0,1,0,0,"% of area equipped for irrigation by groundwater"
"Malaysia",4324,1,1,0,1,0,0,"% of area equipped for irrigation by surface water"
"Malaysia",4325,1,1,0,1,0,0,"% of area equipped for irrigation by mixed surface water and groundwater"
"Malaysia",4327,1,1,0,1,0,0,"% of area equipped for irrigation power irrigated"
"Malaysia",4328,1,1,0,1,0,0,"% of the area equipped for irrigation actually irrigated"
"Malaysia",4330,31,5,26,31,26,83.8709677419355,"% of irrigation potential equipped for irrigation"
"Malaysia",4331,31,5,26,31,26,83.8709677419355,"% of the cultivated area equipped for irrigation"
"Malaysia",4446,1,1,0,1,0,0,"% of area equipped for irrigation drained"
"Malaysia",4450,16,4,12,16,12,75,"Freshwater withdrawal as % of internal renewable water resources"
"Malaysia",4457,16,4,12,16,12,75,"Municipal water withdrawal per capita (total population)"
"Malaysia",4458,54,12,42,54,42,77.7777777777778,"GDP per Capita"
"Malaysia",4459,1,1,0,1,0,0,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Malaysia",4462,1,1,0,1,0,0,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Malaysia",4463,1,1,0,1,0,0,"% of area equipped for full control irrigation actually irrigated"
"Malaysia",4464,1,1,0,1,0,0,"Irrigated cropping intensity"
"Malaysia",4467,16,4,12,16,12,75,"Freshwater withdrawal as % of total water withdrawal"
"Malaysia",4468,16,4,12,16,12,75,"Municipal water withdrawal per capita (urban population)"
"Malaysia",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Malaysia",4471,56,12,44,56,44,78.5714285714286,"Dam capacity per capita"
"Malaysia",4531,16,4,12,16,12,75,"Industrial water withdrawal per capita"
"Malaysia",4532,16,4,12,16,12,75,"Agricultural water withdrawal per capita"
"Malaysia",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Malaysia",4550,16,4,12,16,12,75,"Not defined6"
"Malaysia",4551,16,4,12,16,12,75,"Not defined7"
"Malaysia",4552,16,4,12,16,12,75,"Not defined8"
"Malaysia",4553,16,4,12,16,12,75,"Not defined9"
"Malaysia",4554,16,4,12,16,12,75,"Not defined10"
"Malaysia",4556,1,1,0,1,0,0,"Not defined12"
"Maldives",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Maldives",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Maldives",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Maldives",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Maldives",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Maldives",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Maldives",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Maldives",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Maldives",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Maldives",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Maldives",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"Maldives",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"Maldives",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Maldives",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Maldives",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Maldives",4253,22,2,20,22,20,90.9090909090909,"Total water withdrawal"
"Maldives",4254,22,2,20,22,20,90.9090909090909,"Agricultural water withdrawal as % of total water withdrawal"
"Maldives",4255,22,2,20,22,20,90.9090909090909,"Municipal water withdrawal as % of total withdrawal"
"Maldives",4256,22,2,20,22,20,90.9090909090909,"Industrial water withdrawal as % of total water withdrawal"
"Maldives",4257,22,2,20,22,20,90.9090909090909,"Total water withdrawal per capita"
"Maldives",4263,22,2,20,22,20,90.9090909090909,"Total freshwater withdrawal (primary and secondary)"
"Maldives",4273,22,2,20,22,20,90.9090909090909,"Agricultural water withdrawal as % of total renewable water resources"
"Maldives",4275,22,2,20,22,20,90.9090909090909,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Maldives",4300,1,1,0,1,0,0,"Total cultivated area drained"
"Maldives",4305,1,1,0,1,0,0,"% of total cultivated area drained"
"Maldives",4311,1,1,0,1,0,0,"Area equipped for full control irrigation: total"
"Maldives",4313,1,1,0,1,0,0,"Area equipped for irrigation: total"
"Maldives",4317,1,1,0,1,0,0,"Total agricultural water managed area"
"Maldives",4331,1,1,0,1,0,0,"% of the cultivated area equipped for irrigation"
"Maldives",4450,22,2,20,22,20,90.9090909090909,"Freshwater withdrawal as % of internal renewable water resources"
"Maldives",4457,22,3,19,22,19,86.3636363636364,"Municipal water withdrawal per capita (total population)"
"Maldives",4458,34,8,26,34,26,76.4705882352941,"GDP per Capita"
"Maldives",4467,22,2,20,22,20,90.9090909090909,"Freshwater withdrawal as % of total water withdrawal"
"Maldives",4468,22,3,19,22,19,86.3636363636364,"Municipal water withdrawal per capita (urban population)"
"Maldives",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Maldives",4471,1,1,0,1,0,0,"Dam capacity per capita"
"Maldives",4531,26,3,23,26,23,88.4615384615385,"Industrial water withdrawal per capita"
"Maldives",4532,26,2,24,26,24,92.3076923076923,"Agricultural water withdrawal per capita"
"Maldives",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Maldives",4550,22,2,20,22,20,90.9090909090909,"Not defined6"
"Maldives",4553,22,3,19,22,19,86.3636363636364,"Not defined9"
"Maldives",4554,22,3,19,22,19,86.3636363636364,"Not defined10"
"Mauritania",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Mauritania",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Mauritania",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Mauritania",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Mauritania",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Mauritania",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Mauritania",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Mauritania",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Mauritania",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Mauritania",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Mauritania",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"Mauritania",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"Mauritania",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Mauritania",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Mauritania",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Mauritania",4253,26,3,23,26,23,88.4615384615385,"Total water withdrawal"
"Mauritania",4254,26,3,23,26,23,88.4615384615385,"Agricultural water withdrawal as % of total water withdrawal"
"Mauritania",4255,26,3,23,26,23,88.4615384615385,"Municipal water withdrawal as % of total withdrawal"
"Mauritania",4256,26,3,23,26,23,88.4615384615385,"Industrial water withdrawal as % of total water withdrawal"
"Mauritania",4257,26,3,23,26,23,88.4615384615385,"Total water withdrawal per capita"
"Mauritania",4263,26,3,23,26,23,88.4615384615385,"Total freshwater withdrawal (primary and secondary)"
"Mauritania",4271,1,1,0,1,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"Mauritania",4273,25,4,21,25,21,84,"Agricultural water withdrawal as % of total renewable water resources"
"Mauritania",4275,26,3,23,26,23,88.4615384615385,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Mauritania",4300,1,1,0,1,0,0,"Total cultivated area drained"
"Mauritania",4305,1,1,0,1,0,0,"% of total cultivated area drained"
"Mauritania",4311,11,2,9,11,9,81.8181818181818,"Area equipped for full control irrigation: total"
"Mauritania",4313,11,2,9,11,9,81.8181818181818,"Area equipped for irrigation: total"
"Mauritania",4317,11,2,9,11,9,81.8181818181818,"Total agricultural water managed area"
"Mauritania",4319,11,2,9,11,9,81.8181818181818,"% of agricultural water managed area equipped for irrigation"
"Mauritania",4323,1,1,0,1,0,0,"% of area equipped for irrigation by groundwater"
"Mauritania",4324,1,1,0,1,0,0,"% of area equipped for irrigation by surface water"
"Mauritania",4325,1,1,0,1,0,0,"% of area equipped for irrigation by mixed surface water and groundwater"
"Mauritania",4328,11,2,9,11,9,81.8181818181818,"% of the area equipped for irrigation actually irrigated"
"Mauritania",4330,11,2,9,11,9,81.8181818181818,"% of irrigation potential equipped for irrigation"
"Mauritania",4331,11,2,9,11,9,81.8181818181818,"% of the cultivated area equipped for irrigation"
"Mauritania",4448,1,1,0,1,0,0,"Other agricultural water managed area"
"Mauritania",4450,26,3,23,26,23,88.4615384615385,"Freshwater withdrawal as % of internal renewable water resources"
"Mauritania",4457,26,4,22,26,22,84.6153846153846,"Municipal water withdrawal per capita (total population)"
"Mauritania",4458,53,12,41,53,41,77.3584905660377,"GDP per Capita"
"Mauritania",4462,1,1,0,1,0,0,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Mauritania",4463,11,2,9,11,9,81.8181818181818,"% of area equipped for full control irrigation actually irrigated"
"Mauritania",4464,1,1,0,1,0,0,"Irrigated cropping intensity"
"Mauritania",4467,26,3,23,26,23,88.4615384615385,"Freshwater withdrawal as % of total water withdrawal"
"Mauritania",4468,26,4,22,26,22,84.6153846153846,"Municipal water withdrawal per capita (urban population)"
"Mauritania",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Mauritania",4471,26,6,20,26,20,76.9230769230769,"Dam capacity per capita"
"Mauritania",4531,26,3,23,26,23,88.4615384615385,"Industrial water withdrawal per capita"
"Mauritania",4532,26,4,22,26,22,84.6153846153846,"Agricultural water withdrawal per capita"
"Mauritania",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Mauritania",4550,26,3,23,26,23,88.4615384615385,"Not defined6"
"Mauritania",4551,26,3,23,26,23,88.4615384615385,"Not defined7"
"Mauritania",4552,25,4,21,25,21,84,"Not defined8"
"Mauritania",4553,26,3,23,26,23,88.4615384615385,"Not defined9"
"Mauritania",4554,26,4,22,26,22,84.6153846153846,"Not defined10"
"Mauritania",4555,1,1,0,1,0,0,"Not defined11"
"Mauritania",4556,1,1,0,1,0,0,"Not defined12"
"Niger",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Niger",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Niger",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Niger",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Niger",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Niger",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Niger",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Niger",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Niger",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Niger",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Niger",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"Niger",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"Niger",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Niger",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Niger",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
